County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Thurston,2014,25-34,17463.94 ,16991.05 ,34454.98 ,13353.00 ,11985.00 ,4.00 ,25342.00 ,3885.00 ,3363.00 ,,7248.00 ,0.76 ,0.71 ,0.74 ,0.22 ,0.20 ,0.21 ,0.29 ,0.28 ,0.29 
Thurston,2014,35-44,17224.53 ,16729.48 ,33954.00 ,13488.00 ,12280.00 ,4.00 ,25772.00 ,5457.00 ,4928.00 ,,10385.00 ,0.78 ,0.73 ,0.76 ,0.32 ,0.29 ,0.31 ,0.40 ,0.40 ,0.40 
Thurston,2014,45-54,18430.74 ,17475.81 ,35906.56 ,14933.00 ,13386.00 ,5.00 ,28324.00 ,7658.00 ,7048.00 ,1.00 ,14707.00 ,0.81 ,0.77 ,0.79 ,0.42 ,0.40 ,0.41 ,0.51 ,0.53 ,0.52 
Thurston,2014,55-64,19685.15 ,17205.72 ,36890.88 ,17183.00 ,14462.00 ,4.00 ,31649.00 ,11489.00 ,9863.00 ,2.00 ,21354.00 ,0.87 ,0.84 ,0.86 ,0.58 ,0.57 ,0.58 ,0.67 ,0.68 ,0.67 
Thurston,2014,65-,22225.60 ,18086.09 ,40311.69 ,19759.00 ,16752.00 ,5.00 ,36516.00 ,15013.00 ,13521.00 ,3.00 ,28537.00 ,0.89 ,0.93 ,0.91 ,0.68 ,0.75 ,0.71 ,0.76 ,0.81 ,0.78 
Wahkiakum,2014,0TOTAL,1653.00 ,1673.29 ,3326.35 ,1442.00 ,1436.00 ,,2878.00 ,927.00 ,924.00 ,,1851.00 ,0.87 ,0.86 ,0.87 ,0.56 ,0.55 ,0.56 ,0.64 ,0.64 ,0.64 
Wahkiakum,2014,18-24,98.14 ,136.43 ,234.57 ,80.00 ,95.00 ,,175.00 ,20.00 ,16.00 ,,36.00 ,0.82 ,0.70 ,0.75 ,0.20 ,0.12 ,0.15 ,0.25 ,0.17 ,0.21 
Wahkiakum,2014,25-34,124.26 ,153.25 ,277.52 ,148.00 ,130.00 ,,278.00 ,49.00 ,51.00 ,,100.00 ,1.19 ,0.85 ,1.00 ,0.39 ,0.33 ,0.36 ,0.33 ,0.39 ,0.36 
Wahkiakum,2014,35-44,179.71 ,168.22 ,347.95 ,148.00 ,146.00 ,,294.00 ,62.00 ,65.00 ,,127.00 ,0.82 ,0.87 ,0.84 ,0.35 ,0.39 ,0.36 ,0.42 ,0.45 ,0.43 
Wahkiakum,2014,45-54,242.97 ,254.73 ,497.70 ,205.00 ,215.00 ,,420.00 ,110.00 ,112.00 ,,222.00 ,0.84 ,0.84 ,0.84 ,0.45 ,0.44 ,0.45 ,0.54 ,0.52 ,0.53 
Wahkiakum,2014,55-64,381.77 ,370.00 ,751.79 ,310.00 ,291.00 ,,601.00 ,225.00 ,208.00 ,,433.00 ,0.81 ,0.79 ,0.80 ,0.59 ,0.56 ,0.58 ,0.73 ,0.71 ,0.72 
Wahkiakum,2014,65-,626.15 ,590.66 ,1216.82 ,551.00 ,559.00 ,,1110.00 ,461.00 ,472.00 ,,933.00 ,0.88 ,0.95 ,0.91 ,0.74 ,0.80 ,0.77 ,0.84 ,0.84 ,0.84 
Walla Walla,2014,0TOTAL,23139.36 ,23764.10 ,46903.45 ,16635.00 ,14709.00 ,41.00 ,31385.00 ,9910.00 ,8947.00 ,19.00 ,18876.00 ,0.72 ,0.62 ,0.67 ,0.43 ,0.38 ,0.40 ,0.60 ,0.61 ,0.60 
Walla Walla,2014,18-24,3726.99 ,4071.17 ,7798.17 ,1399.00 ,1417.00 ,12.00 ,2828.00 ,383.00 ,351.00 ,2.00 ,736.00 ,0.38 ,0.35 ,0.36 ,0.10 ,0.09 ,0.09 ,0.27 ,0.25 ,0.26 
Walla Walla,2014,25-34,3149.65 ,4301.70 ,7451.36 ,2383.00 ,2094.00 ,5.00 ,4482.00 ,805.00 ,704.00 ,1.00 ,1510.00 ,0.76 ,0.49 ,0.60 ,0.26 ,0.16 ,0.20 ,0.34 ,0.34 ,0.34 
Walla Walla,2014,35-44,3126.48 ,3438.26 ,6564.73 ,2161.00 ,1979.00 ,6.00 ,4146.00 ,1042.00 ,975.00 ,2.00 ,2019.00 ,0.69 ,0.58 ,0.63 ,0.33 ,0.28 ,0.31 ,0.48 ,0.49 ,0.49 
Walla Walla,2014,45-54,3634.15 ,3672.60 ,7306.75 ,2758.00 ,2426.00 ,3.00 ,5187.00 ,1613.00 ,1469.00 ,2.00 ,3084.00 ,0.76 ,0.66 ,0.71 ,0.44 ,0.40 ,0.42 ,0.58 ,0.61 ,0.59 
Walla Walla,2014,55-64,3935.61 ,3752.46 ,7688.06 ,3266.00 ,2980.00 ,8.00 ,6254.00 ,2374.00 ,2237.00 ,5.00 ,4616.00 ,0.83 ,0.79 ,0.81 ,0.60 ,0.60 ,0.60 ,0.73 ,0.75 ,0.74 
Walla Walla,2014,65-,5566.48 ,4527.91 ,10094.38 ,4668.00 ,3813.00 ,7.00 ,8488.00 ,3693.00 ,3211.00 ,7.00 ,6911.00 ,0.84 ,0.84 ,0.84 ,0.66 ,0.71 ,0.68 ,0.79 ,0.84 ,0.81 
Whatcom,2014,0TOTAL,83545.00 ,81220.59 ,164765.56 ,65316.00 ,60338.00 ,,125654.00 ,39760.00 ,36321.00 ,2.00 ,76083.00 ,0.78 ,0.74 ,0.76 ,0.48 ,0.45 ,0.46 ,0.61 ,0.60 ,0.61 
Whatcom,2014,18-24,14257.70 ,13717.91 ,27975.61 ,7499.00 ,6791.00 ,,14290.00 ,2439.00 ,2009.00 ,2.00 ,4450.00 ,0.53 ,0.50 ,0.51 ,0.17 ,0.15 ,0.16 ,0.33 ,0.30 ,0.31 
Whatcom,2014,25-34,12848.43 ,14027.27 ,26875.69 ,10288.00 ,9795.00 ,,20083.00 ,4094.00 ,3689.00 ,,7783.00 ,0.80 ,0.70 ,0.75 ,0.32 ,0.26 ,0.29 ,0.40 ,0.38 ,0.39 
Whatcom,2014,35-44,11915.74 ,12181.47 ,24097.20 ,9524.00 ,9226.00 ,,18750.00 ,5113.00 ,4815.00 ,,9928.00 ,0.80 ,0.76 ,0.78 ,0.43 ,0.40 ,0.41 ,0.54 ,0.52 ,0.53 
Whatcom,2014,45-54,13223.06 ,13028.73 ,26251.79 ,10465.00 ,9805.00 ,,20270.00 ,6514.00 ,6046.00 ,,12560.00 ,0.79 ,0.75 ,0.77 ,0.49 ,0.46 ,0.48 ,0.62 ,0.62 ,0.62 
Whatcom,2014,55-64,14175.40 ,13290.20 ,27465.60 ,12349.00 ,10997.00 ,,23346.00 ,9174.00 ,8232.00 ,,17406.00 ,0.87 ,0.83 ,0.85 ,0.65 ,0.62 ,0.63 ,0.74 ,0.75 ,0.75 
Whatcom,2014,65-,17124.67 ,14975.01 ,32099.67 ,15191.00 ,13724.00 ,,28915.00 ,12426.00 ,11530.00 ,,23956.00 ,0.89 ,0.92 ,0.90 ,0.73 ,0.77 ,0.75 ,0.82 ,0.84 ,0.83 
Whitman,2014,0TOTAL,18937.69 ,19680.19 ,38617.90 ,9854.00 ,9620.00 ,365.00 ,19839.00 ,5814.00 ,5698.00 ,183.00 ,11695.00 ,0.52 ,0.49 ,0.51 ,0.31 ,0.29 ,0.30 ,0.59 ,0.59 ,0.59 
Whitman,2014,18-24,8581.31 ,9267.02 ,17848.34 ,1298.00 ,1349.00 ,29.00 ,2676.00 ,323.00 ,313.00 ,8.00 ,644.00 ,0.15 ,0.15 ,0.15 ,0.04 ,0.03 ,0.04 ,0.25 ,0.23 ,0.24 
Whitman,2014,25-34,2952.70 ,3399.24 ,6351.94 ,1796.00 ,1886.00 ,72.00 ,3754.00 ,656.00 ,696.00 ,23.00 ,1375.00 ,0.61 ,0.55 ,0.59 ,0.22 ,0.20 ,0.22 ,0.37 ,0.37 ,0.37 
Whitman,2014,35-44,1532.78 ,1514.27 ,3047.05 ,1318.00 ,1287.00 ,61.00 ,2666.00 ,688.00 ,685.00 ,28.00 ,1401.00 ,0.86 ,0.85 ,0.87 ,0.45 ,0.45 ,0.46 ,0.52 ,0.53 ,0.53 
Whitman,2014,45-54,1751.40 ,1717.75 ,3469.16 ,1553.00 ,1433.00 ,75.00 ,3061.00 ,1016.00 ,958.00 ,43.00 ,2017.00 ,0.89 ,0.83 ,0.88 ,0.58 ,0.56 ,0.58 ,0.65 ,0.67 ,0.66 
Whitman,2014,55-64,1812.12 ,1806.25 ,3618.37 ,1706.00 ,1716.00 ,64.00 ,3486.00 ,1316.00 ,1364.00 ,34.00 ,2714.00 ,0.94 ,0.95 ,0.96 ,0.73 ,0.76 ,0.75 ,0.77 ,0.79 ,0.78 
Whitman,2014,65-,2307.38 ,1975.66 ,4283.04 ,2183.00 ,1949.00 ,64.00 ,4196.00 ,1815.00 ,1682.00 ,47.00 ,3544.00 ,0.95 ,0.99 ,0.98 ,0.79 ,0.85 ,0.83 ,0.83 ,0.86 ,0.84 
Yakima,2014,0TOTAL,88670.60 ,84409.30 ,173079.88 ,56668.00 ,49225.00 ,,105893.00 ,26476.00 ,24092.00 ,3.00 ,50571.00 ,0.64 ,0.58 ,0.61 ,0.30 ,0.29 ,0.29 ,0.47 ,0.49 ,0.48 
Yakima,2014,18-24,9998.95 ,11477.07 ,21476.01 ,6083.00 ,5478.00 ,,11561.00 ,1093.00 ,992.00 ,,2085.00 ,0.61 ,0.48 ,0.54 ,0.11 ,0.09 ,0.10 ,0.18 ,0.18 ,0.18 
Yakima,2014,25-34,16524.44 ,15467.80 ,31992.24 ,9287.00 ,7821.00 ,,17108.00 ,2056.00 ,1820.00 ,1.00 ,3877.00 ,0.56 ,0.51 ,0.53 ,0.12 ,0.12 ,0.12 ,0.22 ,0.23 ,0.23 
Yakima,2014,35-44,15943.27 ,14852.71 ,30795.98 ,8359.00 ,7057.00 ,,15416.00 ,2821.00 ,2501.00 ,1.00 ,5323.00 ,0.52 ,0.48 ,0.50 ,0.18 ,0.17 ,0.17 ,0.34 ,0.35 ,0.35 
Yakima,2014,45-54,14614.48 ,14276.67 ,28891.14 ,9052.00 ,8096.00 ,,17148.00 ,4059.00 ,3914.00 ,1.00 ,7974.00 ,0.62 ,0.57 ,0.59 ,0.28 ,0.27 ,0.28 ,0.45 ,0.48 ,0.47 
Yakima,2014,55-64,14022.22 ,13263.98 ,27286.21 ,10313.00 ,9203.00 ,,19516.00 ,6482.00 ,5947.00 ,,12429.00 ,0.74 ,0.69 ,0.72 ,0.46 ,0.45 ,0.46 ,0.63 ,0.65 ,0.64 
Yakima,2014,65-,17567.24 ,15071.07 ,32638.30 ,13574.00 ,11570.00 ,,25144.00 ,9965.00 ,8918.00 ,,18883.00 ,0.77 ,0.77 ,0.77 ,0.57 ,0.59 ,0.58 ,0.73 ,0.77 ,0.75 
zWashington State,2014,0TOTAL,2718081.81 ,2661689.99 ,5379771.77 ,2036444.00 ,1863997.00 ,2357.00 ,3902798.00 ,1104048.00 ,1018792.00 ,1038.00 ,2123878.00 ,0.75 ,0.70 ,0.73 ,0.41 ,0.38 ,0.39 ,0.54 ,0.55 ,0.54 
zWashington State,2014,18-24,320157.01 ,338622.01 ,658779.01 ,171396.00 ,165116.00 ,389.00 ,336901.00 ,43893.00 ,40761.00 ,101.00 ,84755.00 ,0.54 ,0.49 ,0.51 ,0.14 ,0.12 ,0.13 ,0.26 ,0.25 ,0.25 
zWashington State,2014,25-34,472486.05 ,494095.06 ,966581.11 ,328803.00 ,302403.00 ,423.00 ,631629.00 ,104958.00 ,94405.00 ,119.00 ,199482.00 ,0.70 ,0.61 ,0.65 ,0.22 ,0.19 ,0.21 ,0.32 ,0.31 ,0.32 
zWashington State,2014,35-44,449686.99 ,459697.00 ,909383.98 ,320526.00 ,298470.00 ,376.00 ,619372.00 ,138748.00 ,128853.00 ,138.00 ,267739.00 ,0.71 ,0.65 ,0.68 ,0.31 ,0.28 ,0.29 ,0.43 ,0.43 ,0.43 
zWashington State,2014,45-54,474573.96 ,475910.02 ,950483.97 ,363648.00 ,342266.00 ,362.00 ,706276.00 ,196209.00 ,187205.00 ,156.00 ,383570.00 ,0.77 ,0.72 ,0.74 ,0.41 ,0.39 ,0.40 ,0.54 ,0.55 ,0.54 
zWashington State,2014,55-64,466453.92 ,445254.93 ,911708.86 ,391664.00 ,359133.00 ,377.00 ,751174.00 ,265371.00 ,247246.00 ,218.00 ,512835.00 ,0.84 ,0.81 ,0.82 ,0.57 ,0.56 ,0.56 ,0.68 ,0.69 ,0.68 
zWashington State,2014,65-,534723.88 ,448110.97 ,982834.84 ,460407.00 ,396609.00 ,430.00 ,857446.00 ,354869.00 ,320322.00 ,306.00 ,675497.00 ,0.86 ,0.89 ,0.87 ,0.66 ,0.71 ,0.69 ,0.77 ,0.81 ,0.79 
Adams,2013,0TOTAL,5985.05 ,6139.50 ,12124.55 ,3333.00 ,2995.00 ,0.00 ,6328.00 ,1556.00 ,1401.00 ,0.00 ,2957.00 ,0.56 ,0.49 ,0.52 ,0.26 ,0.23 ,0.24 ,0.47 ,0.47 ,0.47 
Adams,2013,18-24,899.72 ,1042.71 ,1942.43 ,336.00 ,337.00 ,0.00 ,673.00 ,62.00 ,64.00 ,,126.00 ,0.37 ,0.32 ,0.35 ,0.07 ,0.06 ,0.06 ,0.18 ,0.19 ,0.19 
Adams,2013,25-34,1218.86 ,1238.91 ,2457.77 ,506.00 ,399.00 ,0.00 ,905.00 ,122.00 ,78.00 ,,200.00 ,0.42 ,0.32 ,0.37 ,0.10 ,0.06 ,0.08 ,0.24 ,0.20 ,0.22 
Adams,2013,35-44,1164.20 ,1223.36 ,2387.57 ,511.00 ,419.00 ,0.00 ,930.00 ,136.00 ,124.00 ,,260.00 ,0.44 ,0.34 ,0.39 ,0.12 ,0.10 ,0.11 ,0.27 ,0.30 ,0.28 
Adams,2013,45-54,896.56 ,934.86 ,1831.42 ,533.00 ,491.00 ,0.00 ,1024.00 ,248.00 ,202.00 ,,450.00 ,0.59 ,0.53 ,0.56 ,0.28 ,0.22 ,0.25 ,0.47 ,0.41 ,0.44 
Adams,2013,55-64,843.29 ,814.88 ,1658.18 ,649.00 ,597.00 ,0.00 ,1246.00 ,413.00 ,374.00 ,,787.00 ,0.77 ,0.73 ,0.75 ,0.49 ,0.46 ,0.47 ,0.64 ,0.63 ,0.63 
Adams,2013,65-,962.42 ,884.77 ,1847.19 ,798.00 ,752.00 ,0.00 ,1550.00 ,575.00 ,559.00 ,,1134.00 ,0.83 ,0.85 ,0.84 ,0.60 ,0.63 ,0.61 ,0.72 ,0.74 ,0.73 
Asotin,2013,0TOTAL,8924.01 ,8374.41 ,17298.42 ,7410.00 ,6378.00 ,17.00 ,13805.00 ,3367.00 ,3031.00 ,6.00 ,6404.00 ,0.83 ,0.76 ,0.80 ,0.38 ,0.36 ,0.37 ,0.45 ,0.48 ,0.46 
Asotin,2013,18-24,838.10 ,796.27 ,1634.37 ,574.00 ,500.00 ,1.00 ,1075.00 ,76.00 ,68.00 ,,144.00 ,0.68 ,0.63 ,0.66 ,0.09 ,0.09 ,0.09 ,0.13 ,0.14 ,0.13 
Asotin,2013,25-34,1237.78 ,1132.41 ,2370.20 ,997.00 ,836.00 ,2.00 ,1835.00 ,142.00 ,125.00 ,,267.00 ,0.81 ,0.74 ,0.77 ,0.11 ,0.11 ,0.11 ,0.14 ,0.15 ,0.15 
Asotin,2013,35-44,1148.60 ,1098.15 ,2246.75 ,978.00 ,815.00 ,3.00 ,1796.00 ,246.00 ,213.00 ,1.00 ,460.00 ,0.85 ,0.74 ,0.80 ,0.21 ,0.19 ,0.20 ,0.25 ,0.26 ,0.26 
Asotin,2013,45-54,1532.90 ,1420.27 ,2953.17 ,1172.00 ,1025.00 ,5.00 ,2202.00 ,473.00 ,429.00 ,2.00 ,904.00 ,0.76 ,0.72 ,0.75 ,0.31 ,0.30 ,0.31 ,0.40 ,0.42 ,0.41 
Asotin,2013,55-64,1746.08 ,1651.19 ,3397.27 ,1473.00 ,1321.00 ,2.00 ,2796.00 ,875.00 ,798.00 ,1.00 ,1674.00 ,0.84 ,0.80 ,0.82 ,0.50 ,0.48 ,0.49 ,0.59 ,0.60 ,0.60 
Asotin,2013,65-,2420.55 ,2276.12 ,4696.67 ,2216.00 ,1881.00 ,4.00 ,4101.00 ,1555.00 ,1398.00 ,2.00 ,2955.00 ,0.92 ,0.83 ,0.87 ,0.64 ,0.61 ,0.63 ,0.70 ,0.74 ,0.72 
Benton,2013,0TOTAL,68238.68 ,66873.87 ,135112.55 ,50526.00 ,46658.00 ,587.00 ,97771.00 ,21896.00 ,20845.00 ,155.00 ,42896.00 ,0.74 ,0.70 ,0.72 ,0.32 ,0.31 ,0.32 ,0.43 ,0.45 ,0.44 
Benton,2013,18-24,8187.75 ,8385.57 ,16573.32 ,4843.00 ,4660.00 ,103.00 ,9606.00 ,754.00 ,724.00 ,20.00 ,1498.00 ,0.59 ,0.56 ,0.58 ,0.09 ,0.09 ,0.09 ,0.16 ,0.16 ,0.16 
Benton,2013,25-34,11941.21 ,12349.13 ,24290.35 ,8157.00 ,7206.00 ,147.00 ,15510.00 ,1631.00 ,1456.00 ,24.00 ,3111.00 ,0.68 ,0.58 ,0.64 ,0.14 ,0.12 ,0.13 ,0.20 ,0.20 ,0.20 
Benton,2013,35-44,11287.88 ,11419.35 ,22707.23 ,7559.00 ,6931.00 ,105.00 ,14595.00 ,2222.00 ,2060.00 ,29.00 ,4311.00 ,0.67 ,0.61 ,0.64 ,0.20 ,0.18 ,0.19 ,0.29 ,0.30 ,0.30 
Benton,2013,45-54,12341.39 ,12146.96 ,24488.35 ,9275.00 ,8549.00 ,67.00 ,17891.00 ,3966.00 ,3621.00 ,21.00 ,7608.00 ,0.75 ,0.70 ,0.73 ,0.32 ,0.30 ,0.31 ,0.43 ,0.42 ,0.43 
Benton,2013,55-64,11695.78 ,11675.96 ,23371.73 ,9866.00 ,9633.00 ,89.00 ,19588.00 ,5877.00 ,5831.00 ,33.00 ,11741.00 ,0.84 ,0.83 ,0.84 ,0.50 ,0.50 ,0.50 ,0.60 ,0.61 ,0.60 
Benton,2013,65-,12784.67 ,10896.89 ,23681.56 ,10826.00 ,9679.00 ,76.00 ,20581.00 ,7446.00 ,7153.00 ,28.00 ,14627.00 ,0.85 ,0.89 ,0.87 ,0.58 ,0.66 ,0.62 ,0.69 ,0.74 ,0.71 
Chelan,2013,0TOTAL,28305.86 ,27588.64 ,55894.50 ,20489.00 ,18626.00 ,424.00 ,39539.00 ,10275.00 ,9237.00 ,196.00 ,19708.00 ,0.72 ,0.68 ,0.71 ,0.36 ,0.33 ,0.35 ,0.50 ,0.50 ,0.50 
Chelan,2013,18-24,3035.02 ,3215.31 ,6250.33 ,1697.00 ,1583.00 ,28.00 ,3308.00 ,277.00 ,271.00 ,6.00 ,554.00 ,0.56 ,0.49 ,0.53 ,0.09 ,0.08 ,0.09 ,0.16 ,0.17 ,0.17 
Chelan,2013,25-34,4159.46 ,4407.82 ,8567.27 ,2801.00 ,2437.00 ,83.00 ,5321.00 ,633.00 ,515.00 ,20.00 ,1168.00 ,0.67 ,0.55 ,0.62 ,0.15 ,0.12 ,0.14 ,0.23 ,0.21 ,0.22 
Chelan,2013,35-44,4230.71 ,4144.09 ,8374.80 ,2488.00 ,2380.00 ,70.00 ,4938.00 ,878.00 ,796.00 ,30.00 ,1704.00 ,0.59 ,0.57 ,0.59 ,0.21 ,0.19 ,0.20 ,0.35 ,0.33 ,0.35 
Chelan,2013,45-54,5005.07 ,4874.33 ,9879.40 ,3396.00 ,3148.00 ,75.00 ,6619.00 ,1562.00 ,1417.00 ,29.00 ,3008.00 ,0.68 ,0.65 ,0.67 ,0.31 ,0.29 ,0.30 ,0.46 ,0.45 ,0.45 
Chelan,2013,55-64,5220.63 ,5136.30 ,10356.94 ,4424.00 ,4036.00 ,79.00 ,8539.00 ,2803.00 ,2483.00 ,40.00 ,5326.00 ,0.85 ,0.79 ,0.82 ,0.54 ,0.48 ,0.51 ,0.63 ,0.62 ,0.62 
Chelan,2013,65-,6654.98 ,5810.78 ,12465.76 ,5683.00 ,5042.00 ,89.00 ,10814.00 ,4122.00 ,3755.00 ,71.00 ,7948.00 ,0.85 ,0.87 ,0.87 ,0.62 ,0.65 ,0.64 ,0.73 ,0.74 ,0.73 
Clallam,2013,0TOTAL,30332.70 ,29336.07 ,59668.76 ,24992.00 ,22023.00 ,2.00 ,47017.00 ,13264.00 ,11638.00 ,1.00 ,24903.00 ,0.82 ,0.75 ,0.79 ,0.44 ,0.40 ,0.42 ,0.53 ,0.53 ,0.53 
Clallam,2013,18-24,2347.54 ,2993.25 ,5340.79 ,1442.00 ,1472.00 ,,2914.00 ,243.00 ,267.00 ,,510.00 ,0.61 ,0.49 ,0.55 ,0.10 ,0.09 ,0.10 ,0.17 ,0.18 ,0.18 
Clallam,2013,25-34,3410.62 ,3958.60 ,7369.22 ,2593.00 ,2365.00 ,,4958.00 ,522.00 ,471.00 ,,993.00 ,0.76 ,0.60 ,0.67 ,0.15 ,0.12 ,0.13 ,0.20 ,0.20 ,0.20 
Clallam,2013,35-44,3418.15 ,3603.37 ,7021.51 ,2521.00 ,2226.00 ,,4747.00 ,772.00 ,643.00 ,,1415.00 ,0.74 ,0.62 ,0.68 ,0.23 ,0.18 ,0.20 ,0.31 ,0.29 ,0.30 
Clallam,2013,45-54,4585.68 ,4344.65 ,8930.33 ,3626.00 ,2979.00 ,,6605.00 ,1636.00 ,1242.00 ,,2878.00 ,0.79 ,0.69 ,0.74 ,0.36 ,0.29 ,0.32 ,0.45 ,0.42 ,0.44 
Clallam,2013,55-64,6469.34 ,5649.31 ,12118.66 ,5655.00 ,4797.00 ,2.00 ,10454.00 ,3597.00 ,2933.00 ,1.00 ,6531.00 ,0.87 ,0.85 ,0.86 ,0.56 ,0.52 ,0.54 ,0.64 ,0.61 ,0.62 
Clallam,2013,65-,10101.37 ,8786.88 ,18888.25 ,9155.00 ,8184.00 ,,17339.00 ,6494.00 ,6082.00 ,,12576.00 ,0.91 ,0.93 ,0.92 ,0.64 ,0.69 ,0.67 ,0.71 ,0.74 ,0.73 
Clark,2013,0TOTAL,166946.88 ,158772.03 ,325718.91 ,128146.00 ,115008.00 ,0.00 ,243154.00 ,48590.00 ,44242.00 ,0.00 ,92832.00 ,0.77 ,0.72 ,0.75 ,0.29 ,0.28 ,0.29 ,0.38 ,0.38 ,0.38 
Clark,2013,18-24,18893.75 ,19203.12 ,38096.88 ,11538.00 ,11108.00 ,,22646.00 ,1686.00 ,1650.00 ,,3336.00 ,0.61 ,0.58 ,0.59 ,0.09 ,0.09 ,0.09 ,0.15 ,0.15 ,0.15 
Clark,2013,25-34,27668.24 ,27052.92 ,54721.15 ,19292.00 ,16880.00 ,,36172.00 ,3526.00 ,2939.00 ,,6465.00 ,0.70 ,0.62 ,0.66 ,0.13 ,0.11 ,0.12 ,0.18 ,0.17 ,0.18 
Clark,2013,35-44,29785.27 ,29494.30 ,59279.58 ,21771.00 ,19620.00 ,,41391.00 ,5668.00 ,5095.00 ,,10763.00 ,0.73 ,0.67 ,0.70 ,0.19 ,0.17 ,0.18 ,0.26 ,0.26 ,0.26 
Clark,2013,45-54,30921.58 ,30351.94 ,61273.52 ,23955.00 ,21969.00 ,,45924.00 ,8400.00 ,7837.00 ,,16237.00 ,0.77 ,0.72 ,0.75 ,0.27 ,0.26 ,0.26 ,0.35 ,0.36 ,0.35 
Clark,2013,55-64,28946.18 ,27055.18 ,56001.36 ,24420.00 ,22045.00 ,,46465.00 ,12183.00 ,11132.00 ,,23315.00 ,0.84 ,0.81 ,0.83 ,0.42 ,0.41 ,0.42 ,0.50 ,0.50 ,0.50 
Clark,2013,65-,30731.85 ,25614.57 ,56346.42 ,27170.00 ,23386.00 ,,50556.00 ,17127.00 ,15589.00 ,,32716.00 ,0.88 ,0.91 ,0.90 ,0.56 ,0.61 ,0.58 ,0.63 ,0.67 ,0.65 
Columbia,2013,0TOTAL,1665.90 ,1662.21 ,3328.11 ,1418.00 ,1283.00 ,0.00 ,2701.00 ,764.00 ,696.00 ,0.00 ,1460.00 ,0.85 ,0.77 ,0.81 ,0.46 ,0.42 ,0.44 ,0.54 ,0.54 ,0.54 
Columbia,2013,18-24,133.23 ,133.80 ,267.03 ,92.00 ,88.00 ,,180.00 ,18.00 ,13.00 ,,31.00 ,0.69 ,0.66 ,0.67 ,0.14 ,0.10 ,0.12 ,0.20 ,0.15 ,0.17 
Columbia,2013,25-34,157.54 ,170.31 ,327.85 ,165.00 ,120.00 ,,285.00 ,46.00 ,27.00 ,,73.00 ,1.05 ,0.70 ,0.87 ,0.29 ,0.16 ,0.22 ,0.28 ,0.23 ,0.26 
Columbia,2013,35-44,196.15 ,206.68 ,402.83 ,146.00 ,141.00 ,,287.00 ,48.00 ,41.00 ,,89.00 ,0.74 ,0.68 ,0.71 ,0.24 ,0.20 ,0.22 ,0.33 ,0.29 ,0.31 
Columbia,2013,45-54,298.89 ,296.44 ,595.33 ,229.00 ,211.00 ,,440.00 ,112.00 ,99.00 ,,211.00 ,0.77 ,0.71 ,0.74 ,0.37 ,0.33 ,0.35 ,0.49 ,0.47 ,0.48 
Columbia,2013,55-64,341.51 ,351.82 ,693.33 ,317.00 ,292.00 ,,609.00 ,203.00 ,190.00 ,,393.00 ,0.93 ,0.83 ,0.88 ,0.59 ,0.54 ,0.57 ,0.64 ,0.65 ,0.65 
Columbia,2013,65-,538.57 ,503.15 ,1041.73 ,469.00 ,431.00 ,,900.00 ,337.00 ,326.00 ,,663.00 ,0.87 ,0.86 ,0.86 ,0.63 ,0.65 ,0.64 ,0.72 ,0.76 ,0.74 
Cowlitz,2013,0TOTAL,40538.39 ,38898.93 ,79437.32 ,30298.00 ,27543.00 ,2.00 ,57843.00 ,11836.00 ,10816.00 ,0.00 ,22652.00 ,0.75 ,0.71 ,0.73 ,0.29 ,0.28 ,0.29 ,0.39 ,0.39 ,0.39 
Cowlitz,2013,18-24,4472.59 ,4468.50 ,8941.09 ,2521.00 ,2357.00 ,,4878.00 ,357.00 ,331.00 ,,688.00 ,0.56 ,0.53 ,0.55 ,0.08 ,0.07 ,0.08 ,0.14 ,0.14 ,0.14 
Cowlitz,2013,25-34,5981.42 ,5931.22 ,11912.64 ,3861.00 ,3515.00 ,,7376.00 ,592.00 ,515.00 ,,1107.00 ,0.65 ,0.59 ,0.62 ,0.10 ,0.09 ,0.09 ,0.15 ,0.15 ,0.15 
Cowlitz,2013,35-44,6154.21 ,6106.50 ,12260.71 ,4299.00 ,3840.00 ,1.00 ,8140.00 ,979.00 ,831.00 ,,1810.00 ,0.70 ,0.63 ,0.66 ,0.16 ,0.14 ,0.15 ,0.23 ,0.22 ,0.22 
Cowlitz,2013,45-54,7082.96 ,7163.12 ,14246.08 ,5310.00 ,4802.00 ,,10112.00 ,1752.00 ,1482.00 ,,3234.00 ,0.75 ,0.67 ,0.71 ,0.25 ,0.21 ,0.23 ,0.33 ,0.31 ,0.32 
Cowlitz,2013,55-64,7397.68 ,7214.97 ,14612.66 ,6208.00 ,5780.00 ,1.00 ,11989.00 ,3128.00 ,2826.00 ,,5954.00 ,0.84 ,0.80 ,0.82 ,0.42 ,0.39 ,0.41 ,0.50 ,0.49 ,0.50 
